Time (s),q1_values_deg,q2_values_deg,q3_values_mm
3.7600000000000002,-40.45061333855819,138.11508691892982,-0.00015792790542238735
3.77,-40.140723191643154,137.9918661322957,-0.0001796762760751572
3.7800000000000002,-39.83237770535487,137.86864910984056,-0.00020177455184199744
3.79,-39.52557826607478,137.74544004685802,-0.00022419387875879975
3.8000000000000003,-39.2203263498569,137.62224323308567,-0.00024690540286144983
3.81,-38.9166235204288,137.4990630521847,-0.00026988027018583926
3.8200000000000003,-38.614471427262984,137.37590398119252,-0.0002930896267678578
3.83,-38.313871803717255,137.25277058994894,-0.00031650461864339715
3.84,-38.01482646524259,137.12966754049603,-0.00034009639184834275
3.85,-37.71733730765736,137.0065995864532,-0.00036383609241858643
3.86,-37.42140630548644,136.88357157236712,-0.00038769486639001784
3.87,-37.127035510363875,136.76058843303755,-0.00041164385979852876
3.88,-36.834227049497976,136.63765519281998,-0.00043565421868000466
3.89,-36.54298312419697,136.5147769649044,-0.0004596970890703373
3.9,-36.25330600845469,136.39195895057225,-0.00048374361700541623
3.91,-35.96519804759436,136.2692064384309,-0.0005077649485211333
3.92,-35.67866165696958,136.14652480362676,-0.000531732229653374
3.93,-35.39369932072086,136.02391950703705,-0.0005556166064380302
3.94,-35.11031359058685,135.90139609444105,-0.0005793892249109913
3.95,-34.82850708476874,135.7789601956712,-0.0006030212311081492
3.96,-34.54828248684681,135.65661752374413,-0.0006264837710653893
3.97,-34.26964254474742,135.53437387397244,-0.0006497479908186036
3.98,-33.99259006975997,135.4122351230575,-0.0006727850364036816
3.99,-33.717127935601816,135.2902072281633,-0.0006955660538565148
4.0,-33.443259077530826,135.16829622597237,-0.0007180621892129892
4.01,-33.17098649150335,135.0465082317232,-0.0007402445885089961
4.0200000000000005,-32.900313233377375,134.9248494382305,-0.0007620843977804255
4.03,-32.63124241815917,134.80332611488762,-0.0007835527630631688
4.04,-32.363777219292686,134.68194460665225,-0.0008046208303931119
4.05,-32.09792086798994,134.5607113330151,-0.0008252597458061461
4.0600000000000005,-31.833676652601905,134.43963278695185,-0.0008454406553381616
4.07,-31.57104791802862,134.31871553385918,-0.0008651347050250477
4.08,-31.310038065167156,134.19796621047428,-0.0008843130409026958
4.09,-31.050650550396835,134.07739152377857,-0.0009029468090069922
4.1,-30.792888885100144,133.95699824988586,-0.0009210071553738285
4.11,-30.53675663521874,133.8367932329147,-0.0009384652260390938
4.12,-30.2822574208432,133.71678338384547,-0.0009552921670386797
4.13,-30.029394915835795,133.5969756793624,-0.0009714591244084729
4.14,-29.77817284748474,133.47737716068002,-0.0009869372441843644
4.15,-29.528594996189817,133.3579949323552,-0.0010016976724022439
4.16,-29.280665195177416,133.2388361610837,-0.0010157115550980022
4.17,-29.03438733024495,133.11990807448257,-0.0010289500383075263
4.18,-28.789765339532835,133.00121795985712,-0.001041384268066708
